System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
TOI-4153,6860,150,180,0.32,0.1,0.13,1.572,0.064,0.071,1.605,0.048,0.046,4.224,0.024,0.029,0.381,0.031,0.033,4.617,0.039,0.047,0.028,0.06311,0.00084,0.00096,1.15,0.18,0.18,1.438,0.045,0.042,14.7,2.3,2.3,0.36,0.066,0.064,1669.0,29.0,39.0,2024AJ....168...32S,2024AJ....168...32S,0.8959501557632399,8.455246947973711,TOI-4153,True,8,"[53, 58, 59, 60, 73, 78, 79, 85]",TOI-4153 b,TOI-4153,TIC 470171739,88.75,0.76,-0.6,0.0921,0.00039,-0.00033,8.46,0.22,-0.25,0.039,2459557.05746,0.00015,-0.00015,4.5122,0.0178,-0.0144,0.184,0.091,-0.11,0.9323,0.0,6860.0,4.224,1.605,Transit,host_single
HAT-P-24,6373,80,80,-0.16,0.08,0.08,1.186,0.042,0.041,1.294,0.071,0.062,4.286,0.038,0.039,0.545,0.078,0.072,3.355,0.052,0.022,0.017,0.04641,0.00054,0.00054,0.681,0.031,0.03,1.243,0.072,0.061,10.9,1.1,1.1,0.354,0.056,0.053,1624.0,44.0,41.0,2010ApJ...725.2017K,2010ApJ...725.2017K,0.9605873261205564,7.712238382420199,HAT-P-24,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",HAT-P-24 b,HAT-P-24,TIC 440777904,88.6,0.7,-0.7,,,,7.61,0.41,-0.41,0.07,,,,,,,,,,0.94,0.0,6373.0,4.27,1.38,Transit,host_single
KELT-09,9329,118,118,0.14,0.3,0.3,2.26,0.03,0.03,2.28,0.03,0.03,4.037,0.038,0.04,0.164,0.018,0.018,1.481,0.0,0.035,0.0,0.03368,0.00078,0.00078,2.22,0.58,0.58,1.82,0.03,0.03,19.0,2.5,2.4,0.37,0.054,0.05,3921.0,182.0,174.0,2017Natur.546..514G,arXiv:2601.20849,0.7982456140350879,3.1764380427271663,KELT-09,True,6,"[14, 15, 41, 55, 75, 82]",KELT-9 b,KELT-9,TIC 16740101,86.79,0.25,-0.25,0.08228,0.00043,-0.00043,3.153,0.011,-0.011,0.0,2457095.68572,0.00014,-0.00014,3.91584,0.01152,-0.01152,0.177,0.014,-0.014,0.677,0.0,10170.0,4.093,2.362,Transit,host_single
HAT-P-05,5960,100,100,0.24,0.15,0.15,1.163,0.069,0.069,1.137,0.033,0.033,4.392,0.02,0.03,0.791,0.05,0.05,2.788,0.0,-1.0,-1.0,0.04079,0.0008,0.0008,1.06,0.11,0.11,1.252,0.043,0.043,16.7,1.9,1.9,0.504,0.067,0.067,1517.0,29.0,29.0,2007ApJ...671L.173B,2012MNRAS.422.3099S,1.1011433597185576,7.714297681403056,HAT-P-05,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",HAT-P-5 b,HAT-P-5,TIC 76419763,86.75,0.44,-0.44,,,,7.53,0.34,-0.34,0.0,,,,,,,,,,1.2,0.0,5960.0,4.37,1.12,Transit,host_single
WASP-091,4920,80,80,0.19,0.13,0.13,0.84,0.07,0.07,0.86,0.03,0.03,4.49,0.03,0.03,1.3,0.1,0.1,2.799,0.0,0.07,0.0,0.037,0.001,0.001,1.34,0.08,0.08,1.03,0.04,0.04,28.8,2.1,1.9,1.2,0.1,0.1,1160.0,30.0,30.0,2017A+A...604A.110A,2017A+A...604A.110A,1.1976744186046513,9.25137799275202,WASP-091,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",WASP-91 b,WASP-91,TIC 238176110,86.8,0.4,-0.4,,,,9.1,0.3,-0.3,0.0,2456297.719,0.0002,-0.0002,2.3424,0.0192,-0.0192,0.51,0.04,-0.04,1.5,0.0,4920.0,4.3,0.86,Transit,host_single
WASP-092,6280,120,120,0.0,0.14,0.14,1.19,0.037,0.037,1.341,0.058,0.058,4.259,0.031,0.031,0.495,0.055,0.055,2.175,0.0,-1.0,-1.0,0.0348,0.00036,0.00036,0.805,0.068,0.068,1.461,0.077,0.077,8.7,1.2,1.1,0.26,0.044,0.044,1871.0,56.0,56.0,2016MNRAS.463.3276H,2016MNRAS.463.3276H,1.0894854586129754,5.58024952268542,WASP-092,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",WASP-92 b,WASP-92,TIC 162689341,83.75,0.69,-0.69,,,,5.587,0.217,-0.202,0.0,2456381.2834,0.00027,-0.00027,2.7672,0.0288,-0.0288,0.608,0.043,-0.043,1.254,0.0,6280.0,4.259,1.341,Transit,host_single
Kepler-045,3820,90,90,0.2,0.1,0.1,0.59,0.06,0.06,0.624,0.019,0.019,4.73,0.04,0.04,3.63,0.52,0.52,2.455,0.11,0.1,0.09,0.0314,0.0009,0.0008,0.505,0.09,0.09,1.133,0.012,0.011,12.4,1.8,1.8,0.469,0.093,0.093,787.0,26.0,26.0,2012AJ....143..111J,2020MNRAS.492.5141Z,1.815705128205128,10.820521973158156,Kepler-045,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",Kepler-45 b,Kepler-45,TIC 137899948,87.0,0.7,-0.7,0.179,0.002,-0.002,10.6,1.0,-1.0,0.11,,,,,,,0.6,0.2,-0.2,3.204,0.0,3820.0,4.7,0.55,Transit,host_single
TrES-1,5226,50,50,0.06,0.05,0.05,0.892,0.049,0.049,0.818,0.021,0.021,4.563,0.02,0.02,1.632,0.092,0.092,3.03,0.0,-1.0,-1.0,0.03946,0.00072,0.00072,0.761,0.051,0.051,1.099,0.035,0.035,15.6,1.2,1.2,0.57,0.06,0.06,1147.0,15.0,15.0,2004ApJ...613L.153A,2010MNRAS.408.1689S,1.343520782396088,10.373060959850507,TrES-1,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",TrES-1 b,TrES-1,TIC 120757718,90.0,0.05,-0.05,,,,10.48,0.28,-0.28,0.0,,,,,,,,,,1.8,0.0,5230.0,4.57,0.85,Transit,host_single
TrES-4,6295,65,65,0.28,0.09,0.09,1.45,0.05,0.05,1.81,0.08,0.08,4.09,0.03,0.03,0.246,0.03,0.022,3.554,0.0,0.016,0.0,0.0516,0.0005,0.0005,0.494,0.035,0.035,1.838,0.081,0.09,2.82,0.34,0.31,0.075,0.012,0.01,1795.0,35.0,39.0,2007ApJ...667L.195M,2015A+A...575L..15S,1.0154696132596686,6.130194860480269,TrES-4,True,8,"[0, 1, 2, 3, 4, 5, 6, 7]",TrES-4 b,TrES-4,TIC 159742538,82.81,0.33,-0.33,,,,6.04,0.23,-0.23,0.0,,,,,,,,,,0.98,0.0,6200.0,4.06,1.66,Transit,host_single
Kepler-1514b,6145,99,80,0.119,0.08,0.075,1.196,0.065,0.063,1.289,0.027,0.026,4.295,0.019,0.019,0.558,0.029,0.028,217.832,0.401,0.013,0.014,0.753,0.013,0.014,5.28,0.22,0.22,1.108,0.023,0.023,106.7,4.3,4.1,3.63,0.2,0.19,379.0,6.0,5.0,2016ApJ...822...86M,2021AJ....161..103D,0.8595810705973624,125.61607281039886,Kepler-1514b,True,8,"[40, 41, 54, 55, 74, 75, 81, 82]",Kepler-1514 b,Kepler-1514,TIC 137685450,89.944,0.013,-0.01,0.08835,0.00014,-0.00015,125.6,2.2,-2.2,0.401,2455071.81411,0.00046,-0.00046,21.32688,0.01848,-0.01872,0.169,0.03,-0.039,0.7805,0.0,6145.0,4.295,1.289,Transit,planet_name
TOI-4487,6176,97,98,0.21,0.088,0.089,1.366,0.065,0.066,1.652,0.051,0.054,4.137,0.037,0.036,0.303,0.033,0.035,3.954,0.056,0.039,0.062,0.05431,0.00088,0.00086,1.26,0.2,0.2,1.323,0.072,0.081,17.9,4.2,3.0,0.51,0.11,0.13,1642.0,17.0,18.0,2025ApJS..280...30Y,2025ApJS..280...30Y,0.8008474576271186,7.069243036389495,TOI-4487,True,7,"[0, 1, 2, 3, 4, 5, 6]",TOI-4487 A b,TOI-4487 A,TIC 193754373,86.85,0.76,-0.63,,,,7.16,0.24,-0.23,0.083,2460079.02001,0.00025,-0.00025,4.27,0.029,-0.029,0.394,0.064,-0.085,0.669,0.0,6206.0,4.15,1.634,Transit,host_single
Kepler-167e,4830,100,100,-0.02,0.09,0.09,0.777,0.034,0.031,0.749,0.02,0.02,4.579,0.027,0.025,1.82,0.16,0.14,1071.232,0.0,0.29,0.0,1.883,0.021,0.021,1.01,0.16,0.15,0.906,0.037,0.037,-1.0,-1.0,-1.0,1.27,0.26,0.25,134.0,4.0,4.0,2016ApJ...820..112K,2022ApJ...926...62C,1.209612817089453,540.5945402483587,Kepler-167e,True,7,"[0, 1, 2, 3, 4, 5, 6]",Kepler-167 e,Kepler-167,TIC 137686948,89.972,0.0069,-0.0079,,,,,,,0.29,2455253.28756,0.00039,-0.00039,,,,0.271,0.051,-0.073,1.54,0.0,4884.0,4.579,0.749,Transit,planet_name
TOI-2583,5936,65,68,0.158,0.084,0.085,1.215,0.063,0.082,1.477,0.036,0.032,4.184,0.028,0.035,0.376,0.032,0.035,4.52,0.0,0.089,0.0,0.0571,0.001,0.0013,0.25,0.058,0.056,1.29,0.04,0.033,3.71,0.86,0.83,0.109,0.028,0.026,1456.0,19.0,16.0,2023ApJS..265....1Y,2023ApJS..265....1Y,0.8733920108327691,8.313018860584469,TOI-2583,True,7,"[0, 1, 2, 3, 4, 5, 6]",TOI-2583 A b,TOI-2583 A,TIC 7548817,88.16,0.98,-0.76,,,,8.31,0.23,-0.27,0.0,2459216.01039,0.00036,-0.00036,4.406,0.031,-0.029,0.27,0.1,-0.14,0.806,0.0,5936.0,4.184,1.477,Transit,host_single
WASP-019,5460,90,90,0.14,0.11,0.11,0.935,0.041,0.041,1.018,0.015,0.015,4.3932,0.0066,0.0066,0.8853,0.006,0.006,0.789,0.00172,0.00035,0.00033,0.01634,0.00024,0.00024,1.139,0.036,0.036,1.41,0.021,0.021,14.21,0.18,0.18,0.38,0.0079,0.0079,2077.0,34.0,34.0,2010ApJ...708..224H,2024A+A...684A..78B,1.3850687622789783,3.45149641866268,WASP-019,True,7,"[9, 36, 62, 63, 89, 90, 99]",WASP-19 b,WASP-19,TIC 35516889,79.08,0.34,-0.37,0.1441,0.00049,-0.0005,3.533,0.048,-0.052,0.0126,2456402.7128,0.0017,-0.0014,1.607,0.007,-0.007,0.6671,0.0087,-0.0091,2.077,0.0,5616.0,4.417,1.006,Transit,host_single
Kepler-423,5560,80,80,-0.1,0.05,0.05,0.85,0.04,0.04,0.95,0.04,0.04,4.41,0.04,0.04,0.991,0.068,0.068,2.684,0.019,0.028,0.014,0.03585,0.00052,0.00114,0.595,0.081,0.081,1.192,0.052,0.052,-1.0,-1.0,-1.0,0.346,0.063,0.063,1605.0,120.0,120.0,2015A+A...576A..11G,2015A+A...576A..11G,1.2547368421052632,8.114629726729374,Kepler-423,True,7,"[40, 41, 54, 55, 74, 75, 81]",Kepler-423 b,Kepler-423,TIC 63452790,87.828,0.126,-0.126,0.12599,0.00024,-0.00024,8.106,0.117,-0.259,0.019,2454966.35480997,2.124e-05,-2.124e-05,2.722,0.0019,-0.0019,0.3006,0.01,-0.01,1.5872,0.0,5560.0,4.41,0.95,Transit,host_single
Kepler-077,5520,60,60,0.2,0.05,0.05,0.95,0.04,0.04,0.99,0.02,0.02,4.42,0.01,0.01,0.967,0.016,0.016,3.579,0.0,0.21,0.0,0.04501,0.00063,0.00063,0.43,0.032,0.032,0.96,0.016,0.016,-1.0,-1.0,-1.0,0.455,0.041,0.041,1440.0,100.0,120.0,2013A+A...557A..74G,2013A+A...557A..74G,0.9696969696969696,9.776355178002753,Kepler-077,True,7,"[40, 41, 54, 55, 74, 75, 81]",Kepler-77 b,Kepler-77,TIC 159098316,88.0,0.11,-0.11,0.09924,0.00026,-0.00026,9.764,0.055,-0.055,0.0,2455095.865727,2.9e-05,-2.9e-05,2.93376,0.00336,-0.00336,0.341,0.017,-0.017,0.9849,0.0,5520.0,4.42,0.99,Transit,host_single
WASP-105,5070,130,130,0.28,0.16,0.16,0.89,0.09,0.09,0.9,0.03,0.03,4.48,0.02,0.02,1.23,0.03,0.03,7.873,0.0,0.04,0.0,0.075,0.003,0.003,1.8,0.1,0.1,0.96,0.03,0.03,43.7,1.0,1.0,2.0,0.1,0.1,900.0,20.0,20.0,2017A+A...604A.110A,2017A+A...604A.110A,1.0666666666666669,17.919335751726884,WASP-105,True,7,"[0, 1, 2, 3, 4, 5, 6]",WASP-105 b,WASP-105,TIC 158623531,89.7,0.2,-0.2,,,,17.9,0.2,-0.2,0.0,2456600.0765,0.0002,-0.0002,3.72,0.0144,-0.0144,0.1,0.08,-0.08,1.2,0.0,5070.0,4.2,0.9,Transit,host_single
TOI-2154,6280,160,160,0.011,0.071,0.059,1.233,0.077,0.09,1.396,0.049,0.043,4.239,0.042,0.051,0.453,0.06,0.062,3.824,0.12,0.1,0.07,0.0513,0.0011,0.0013,0.92,0.19,0.18,1.453,0.053,0.048,10.8,2.4,2.2,0.279,0.069,0.061,1580.0,27.0,27.0,2023MNRAS.521.2765R,2023MNRAS.521.2765R,1.0408309455587397,7.901964963297329,TOI-2154,True,7,"[40, 52, 53, 59, 60, 79, 86]",TOI-2154 b,TOI-2154,TIC 428787891,83.37,0.55,-0.75,0.10693,0.00095,-0.0009,7.91,0.33,-0.37,0.117,2459148.60166,0.0011,-0.00072,2.465,0.024,-0.024,0.8636,0.0071,-0.0082,1.143,0.0,6280.0,4.239,1.396,Transit,host_single
TOI-122,3403,100,100,-1.0,-1.0,-1.0,0.312,0.007,0.007,0.334,0.01,0.01,4.88,0.05,0.05,9.1,6.7,3.0,5.078,0.0,-1.0,-1.0,0.0392,0.0007,0.0007,0.0,6.7,0.0,0.243,0.016,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,471.0,-1.0,-1.0,2021AJ....161...13W,2021AJ....161...13W,0.7275449101796406,25.23729202877941,TOI-122,True,7,"[0, 1, 2, 3, 4, 5, 6]",TOI-122 b,TOI-122,TIC 231702397,88.4,0.6,-0.4,0.075,0.003,-0.003,25.2,1.5,-1.5,0.0,2458425.602564,0.00063,-0.000633,,,,0.72,0.07,-0.18,0.56,0.0,3403.0,4.88,0.334,Transit,host_single
WASP-065,5600,100,100,-0.07,0.07,0.07,0.93,0.14,0.14,1.01,0.05,0.05,4.4,0.02,0.02,0.91,0.03,0.04,2.311,0.0,-1.0,-1.0,0.0334,0.0016,0.0017,1.55,0.16,0.16,1.112,0.059,0.059,28.7,0.9,1.2,1.13,0.07,0.08,1480.0,10.0,10.0,2013A+A...559A..36G,2013A+A...559A..36G,1.100990099009901,7.110960167615976,WASP-065,True,7,"[0, 1, 2, 3, 4, 5, 6]",WASP-65 b,WASP-65,TIC 444013020,88.8,0.8,-0.7,,,,,,,0.0,2456110.68772,0.00015,-0.00015,2.73504,0.0108,-0.0108,0.149,0.082,-0.095,1.28,0.0,5600.0,4.4,1.01,Transit,host_single
WASP-063,5715,60,60,0.28,0.05,0.05,1.32,0.05,0.05,1.88,0.1,0.06,4.01,0.02,0.04,0.198,0.017,0.025,4.378,0.0,0.22,0.0,0.0574,0.0007,0.0007,0.38,0.03,0.03,1.43,0.1,0.06,4.17,0.51,0.45,0.13,0.02,0.02,1540.0,40.0,40.0,2012MNRAS.426..739H,2012MNRAS.426..739H,0.7606382978723404,6.565339609462489,WASP-063,True,7,"[0, 1, 2, 3, 4, 5, 6]",WASP-63 b,WASP-63,TIC 393414358,87.8,1.3,-1.3,,,,6.59,0.3,-0.3,0.0,,,,,,,,,,0.61,0.0,5550.0,4.01,1.86,Transit,host_single
TOI-2152,6630,300,290,0.282,0.075,0.079,1.516,0.085,0.1,1.612,0.056,0.051,4.205,0.038,0.048,0.362,0.044,0.046,3.377,0.057,0.068,0.04,0.0506,0.0009,0.0011,2.83,0.38,0.37,1.281,0.05,0.046,42.7,6.9,6.5,1.26,0.23,0.22,1802.0,60.0,54.0,2023MNRAS.521.2765R,2023MNRAS.521.2765R,0.7946650124069478,6.749764682660399,TOI-2152,True,7,"[58, 59, 73, 78, 79, 85, 86]",TOI-2152 A b,TOI-2152,TIC 395393265,86.42,1.4,-0.85,0.0816,0.0012,-0.0012,6.76,0.26,-0.31,0.057,2458927.6498,0.00023,-0.00023,3.715,0.041,-0.038,0.415,0.098,-0.18,0.666,0.0,6630.0,4.205,1.612,Transit,host_single
WASP-106,6265,36,36,0.15,0.03,0.03,1.26,0.05,0.05,1.42,0.03,0.03,4.38,0.04,0.04,0.57,0.11,0.11,9.29,0.0,0.13,0.0,0.0917,0.0014,0.0014,2.0,0.08,0.08,1.1,0.02,0.02,-1.0,-1.0,-1.0,0.86,0.17,0.17,1140.0,29.0,29.0,2014A+A...570A..64S,2021MNRAS.506.3810B,0.7746478873239437,13.8862232825354,WASP-106,True,7,"[0, 1, 2, 3, 4, 5, 6]",WASP-106 b,WASP-106,TIC 53189332,88.3,0.59,-0.36,0.07559,0.00072,-0.00087,,,,0.023,2457977.9796,0.0014,-0.0014,5.334,0.04,-0.038,0.387,0.074,-0.136,0.6204,0.0,6002.0,4.49,1.47,Transit,host_single
WASP-139,5233,60,60,0.2,0.09,0.09,0.84,0.03,0.03,0.81,0.008,0.008,4.56,0.02,0.02,1.6,0.1,0.1,5.924,0.103,0.05,0.041,0.061,0.001,0.001,0.118,0.017,0.017,0.79,0.01,0.01,-1.0,-1.0,-1.0,0.23,0.04,0.04,910.0,30.0,30.0,2017MNRAS.465.3693H,2024AJ....168..185E,0.9753086419753086,16.193770086745776,WASP-139,True,7,"[0, 1, 2, 3, 4, 5, 6]",WASP-139 b,WASP-139,TIC 159951311,88.9,0.5,-0.5,,,,,,,0.0,2457196.7933,0.0003,-0.0003,2.832,0.024,-0.024,0.33,0.14,-0.14,1.07,0.0,5310.0,4.59,0.8,Transit,host_single
TOI-1937,5814,91,93,0.196,0.084,0.084,1.072,0.059,0.064,1.08,0.025,0.024,4.401,0.026,0.029,0.849,0.064,0.065,0.947,0.0,0.034,0.0,0.01932,0.00035,0.00039,2.01,0.17,0.16,1.247,0.059,0.062,32.1,3.7,3.7,0.965,0.158,0.128,2097.0,35.0,36.0,2023ApJS..265....1Y,2023ApJS..265....1Y,1.1546296296296297,3.846684074704038,TOI-1937,True,7,"[0, 1, 2, 3, 4, 5, 6]",TOI-1937 A b,TOI-1937 A,TIC 268301217,77.0,0.44,-0.49,,,,3.85,0.09,-0.1,0.0,2459085.91023,0.00012,-0.00012,1.377,0.014,-0.014,0.8653,0.0086,-0.0084,1.41,0.0,5814.0,4.401,1.08,Transit,host_single
KELT-02,6151,48,48,0.034,0.078,0.078,1.314,0.063,0.06,1.836,0.066,0.046,4.03,0.015,0.026,-1.0,-1.0,-1.0,4.114,0.0,-1.0,-1.0,0.05504,0.00086,0.00086,1.524,0.088,0.088,1.29,0.064,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1712.0,28.0,20.0,2012ApJ...756L..39B,2012ApJ...756L..39B,0.7026143790849673,6.446276076961096,KELT-02,True,7,"[0, 1, 2, 3, 4, 5, 6]",KELT-2 A b,KELT-2 A,TIC 97735908,88.6,1.2,-1.2,,,,6.48,0.21,-0.21,0.0,,,,,,,,,,0.52,0.0,6327.0,4.5,1.93,Transit,host_single
KELT-08,5754,54,55,0.272,0.038,0.038,1.211,0.078,0.066,1.67,0.14,0.12,4.078,0.049,0.054,0.262,0.052,0.048,3.244,0.035,0.05,0.025,0.04571,0.00096,0.00084,0.867,0.065,0.061,1.86,0.18,0.16,6.2,1.1,1.0,0.126,0.035,0.029,1675.0,61.0,55.0,2015ApJ...810...30F,2015ApJ...810...30F,1.1137724550898205,5.88569703385463,KELT-08,True,7,"[0, 1, 2, 3, 4, 5, 6]",KELT-8 b,KELT-8,TIC 358516596,82.65,0.9,-0.9,,,,5.9,0.38,-0.38,0.04,,,,,,,,,,1.3,0.0,5754.0,4.08,1.46,Transit,host_single
WASP-168,6000,100,100,-0.01,0.09,0.09,1.08,0.05,0.05,1.12,0.06,0.06,4.37,0.05,0.05,0.77,0.14,0.14,4.154,0.0,0.09,0.0,0.0519,0.0008,0.0008,0.42,0.04,0.04,1.5,0.5,0.3,4.0,4.0,2.0,0.12,0.1,0.07,1340.0,40.0,40.0,2019MNRAS.482.1379H,2019MNRAS.482.1379H,1.3392857142857142,9.964430630513842,WASP-168,True,6,"[0, 1, 2, 3, 4, 5]",WASP-168 b,WASP-168,TIC 232038798,84.4,0.6,-0.6,,,,9.59,0.65,-0.39,0.0,2457424.5278,0.0004,-0.0004,1.9128,0.0408,-0.0408,0.97,0.06,-0.04,1.19,0.0,6000.0,4.37,1.12,Transit,host_single
WTS-1,6250,200,200,-0.25,0.25,0.25,1.2,0.1,0.1,1.15,0.1,0.12,4.4,0.1,0.1,0.79,0.31,0.18,3.352,0.0,0.1,0.0,0.047,0.001,0.001,4.01,0.35,0.35,1.49,0.16,0.18,-1.0,-1.0,-1.0,1.21,0.42,0.42,1500.0,100.0,100.0,2012MNRAS.427.1877C,2012MNRAS.427.1877C,1.2956521739130435,8.788265533890403,WTS-1,True,6,"[0, 1, 2, 3, 4, 5]",WTS-1 b,WTS-1,TIC 138488806,85.5,1.0,-0.7,0.1328,0.0032,-0.0035,,,,0.1,2454318.7472,0.0043,-0.0036,,,,0.69,0.05,-0.09,1.7636,0.0,6250.0,4.4,1.15,Transit,host_single
TOI-2570,5771,89,87,0.191,0.083,0.083,1.063,0.063,0.065,1.095,0.026,0.025,4.385,0.03,0.031,0.807,0.071,0.064,2.989,0.0,0.039,0.0,0.04145,0.00081,0.00086,0.82,0.063,0.065,1.217,0.035,0.034,13.7,1.4,1.3,0.424,0.052,0.047,1431.0,24.0,23.0,2022AJ....164...70Y,2022AJ....164...70Y,1.111415525114155,8.139796897633747,TOI-2570,True,6,"[0, 1, 2, 3, 4, 5]",TOI-2570 b,TOI-2570,TIC 239816546,87.73,0.75,-0.57,,,,8.13,0.23,-0.22,0.0,2459393.14532,0.00021,-0.00021,3.00648,0.02328,-0.02184,0.32,0.07,-0.1,1.304,0.0,5771.0,4.385,1.095,Transit,host_single
HAT-P-33,6446,88,88,0.07,0.08,0.08,1.375,0.04,0.04,1.637,0.034,0.034,4.15,0.01,0.01,-1.0,-1.0,-1.0,3.475,0.0,-1.0,-1.0,0.0499,0.0005,0.0005,0.762,0.101,0.101,1.686,0.045,0.045,6.6,1.0,1.0,0.15,0.02,0.02,1782.0,28.0,28.0,2011ApJ...742...59H,2011ApJ...742...59H,1.0299328039095907,6.554733199837544,HAT-P-33,True,6,"[0, 1, 2, 3, 4, 5]",HAT-P-33 b,HAT-P-33,TIC 239154970,87.2,0.05,-0.05,,,,6.57,0.18,-0.18,0.0,,,,,,,,,,1.1,0.0,6446.0,4.15,1.79,Transit,host_single
HAT-P-14,6600,90,90,0.11,0.08,0.08,1.418,0.054,0.054,1.591,0.056,0.056,4.187,0.025,0.025,0.352,0.031,0.031,4.628,0.107,0.013,0.013,0.06108,0.00077,0.00077,2.271,0.083,0.083,1.219,0.059,0.059,37.9,3.7,3.7,1.17,0.17,0.17,1624.0,32.0,32.0,2010ApJ...715..458T,2012MNRAS.426.1291S,0.7661847894406034,8.255283678557975,HAT-P-14,True,6,"[0, 1, 2, 3, 4, 5]",HAT-P-14 b,HAT-P-14,TIC 101721385,83.5,0.3,-0.3,,,,8.9,0.36,-0.36,0.11,,,,,,,,,,0.65,0.0,6600.0,4.25,1.82,Transit,host_single
TOI-169,5880,54,79,0.24,0.09,0.09,1.147,0.069,0.075,1.288,0.02,0.019,4.278,0.029,0.033,0.536,0.043,0.043,2.255,0.0,0.12,0.0,0.03524,0.00069,0.00079,0.791,0.064,0.06,1.086,0.081,0.048,16.6,2.6,2.8,0.57,0.11,0.13,1715.0,22.0,20.0,2020A+A...639A..76N,2020A+A...639A..76N,0.8431677018633541,5.88332973811356,TOI-169,True,6,"[13, 27, 28, 67, 68, 95]",TOI-169 b,TOI-169,TIC 183120439,80.98,0.31,-0.38,0.0866,0.0056,-0.0031,5.88,0.15,-0.16,0.0,2458327.44174,0.00065,-0.00066,1.7064,0.0288,-0.0288,0.9221,0.014,-0.0098,0.75,0.0,5880.0,4.278,1.288,Transit,host_single
OGLE-TR-132,6210,59,59,0.37,0.07,0.07,1.29,0.12,0.12,1.338,0.076,0.076,4.297,0.036,0.036,0.54,0.062,0.062,1.69,0.0,-1.0,-1.0,0.03026,0.00102,0.00102,1.17,0.15,0.15,1.229,0.075,0.075,19.2,2.8,2.8,0.59,0.11,0.11,1991.0,42.0,42.0,2004A+A...421L..13B,2012MNRAS.426.1291S,0.9185351270553064,4.86313094033413,OGLE-TR-132,True,6,"[0, 1, 2, 3, 4, 5]",OGLE-TR-132 b,OGLE-TR-132,TIC 465144510,83.4,2.9,-1.3,0.0932,0.0015,-0.002,4.76,0.57,-0.3,,,,,,,,0.56,0.046,-0.22,0.917,0.0,6210.0,4.313,1.32,Transit,host_single
HATS-06,3770,100,100,0.2,0.091,0.091,0.574,0.02,0.027,0.57,0.011,0.011,4.683,0.01,0.01,3.09,0.11,0.11,3.325,0.0,0.113,0.0,0.03623,0.00042,0.00057,0.319,0.07,0.07,0.998,0.019,0.019,7.9,2.5,1.9,0.301,0.067,0.067,713.0,5.0,5.0,2015AJ....149..166H,2015AJ....149..166H,1.7508771929824565,13.667737563896107,HATS-06,True,5,"[6, 32, 33, 87, 98]",HATS-6 b,HATS-6,TIC 33521996,88.21,0.084,-0.084,0.17978,0.00077,-0.00077,13.65,0.15,-0.15,0.0,2456643.74058,8.4e-05,-8.4e-05,2.04096,0.0108,-0.0108,0.427,0.02,-0.021,3.23,0.0,3724.0,4.683,0.57,Transit,host_single
WASP-066,6600,150,150,-0.31,0.1,0.1,1.3,0.07,0.07,1.75,0.09,0.09,4.06,0.04,0.04,0.242,0.036,0.028,4.086,0.0,0.11,0.0,0.0546,0.0009,0.0009,2.32,0.13,0.13,1.39,0.09,0.09,27.5,3.4,3.0,0.86,0.17,0.13,1790.0,60.0,60.0,2012MNRAS.426..739H,2012MNRAS.426..739H,0.7942857142857143,6.708999305446547,WASP-066,True,6,"[0, 1, 2, 3, 4, 5]",WASP-66 b,WASP-66,TIC 53735810,85.9,0.9,-0.9,,,,6.73,0.37,-0.37,0.0,,,,,,,,,,0.67,0.0,6600.0,4.3,1.76,Transit,host_single
HAT-P-40,6080,100,100,0.22,0.1,0.1,1.512,0.045,0.109,2.206,0.061,0.061,3.93,0.02,0.02,-1.0,-1.0,-1.0,4.457,0.0,-1.0,-1.0,0.0608,0.0006,0.0015,0.615,0.038,0.038,1.73,0.062,0.062,5.13,0.35,0.35,0.11,0.01,0.01,1770.0,33.0,33.0,2012AJ....144..139H,2012AJ....144..139H,0.7842248413417952,5.926540056418829,HAT-P-40,True,6,"[0, 1, 2, 3, 4, 5]",HAT-P-40 b,HAT-P-40,TIC 199671901,88.3,0.9,-0.9,,,,5.94,0.4,-0.4,0.0,,,,,,,,,,0.65,0.0,6080.0,3.93,1.94,Transit,host_single
