System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
TOI-1452,3185,50,50,-0.07,0.02,0.02,0.249,0.008,0.008,0.275,0.009,0.009,4.95,0.03,0.03,11.9,1.3,1.3,11.062,0.0,-1.0,-1.0,0.061,0.003,0.003,0.0152,0.0041,0.0041,0.1492,0.0063,0.0063,-1.0,-1.0,-1,4.2,1.4,1.2,326.0,7.0,7.0,2022AJ....164...96C,2022AJ....164...96C,0.5425454545454546,47.69801371005119,TOI-1452,True,83,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82]",TOI-1452 b,TOI-1452,TIC 420112589,89.77,0.16,-0.16,,,,,,,0.0,2458691.5321,0.0015,-0.0015,,,,0.19,0.13,-0.13,0.309,0.0,3185.0,4.95,0.275,Transit,host_single
GJ_0238,3485,140,140,0.15,0.1,0.1,0.4193,0.0095,0.0098,0.4314,0.0075,0.0071,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.745,-1.0,-1.0,-1.0,0.02123,0.00016,0.00017,-1.0,-1.0,-1.0,0.0505,0.0012,0.0012,-1.0,-1.0,-1,-1.0,-1.0,-1,758.0,16.0,15.0,2024AJ....167..283T,2024AJ....167..283T,0.1170607324988409,10.582127900115765,GJ 0238,True,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",GJ 238 b,GJ 238,TIC 260708537,89.99,0.8,-0.79,0.01204,0.00023,-0.00023,,,,,2458326.98222,0.00064,-0.0007,1.239,0.018,-0.018,0.202,0.075,-0.072,,0.0,3485.0,,0.4314,Transit,host_single
HD_028109b,6189,55,55,0.1,0.03,0.03,1.227,0.052,0.052,1.425,0.048,0.041,4.25,0.07,0.07,-1.0,-1.0,-1.0,22.891,0.0,0.33,0.0,0.1357,0.0034,0.0034,0.0195,0.005,0.005,0.24,0.021,0.021,-1.0,-1.0,-1,1.3,0.5,0.5,867.0,16.0,16.0,2022MNRAS.515.1328D,2025A+A...704A..41B,0.1684210526315789,20.47708514955232,HD 028109b,True,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",HD 28109 b,HD 28109,TIC 29781292,87.94,0.09,-0.1,,,,25.71,0.81,-0.89,0.0071,2458344.815,0.0039,-0.0036,2.69,0.34,-0.29,0.927,0.026,-0.019,0.0301,0.0,6189.0,4.25,1.425,Transit,planet_name
HD_028109d,6189,55,55,0.1,0.03,0.03,1.227,0.052,0.052,1.425,0.048,0.041,4.25,0.07,0.07,-1.0,-1.0,-1.0,84.29,0.0,0.086,0.0,0.411,0.016,0.016,0.0182,0.0028,0.0034,0.277,0.013,0.013,-1.0,-1.0,-1,0.83,0.22,0.15,561.0,11.0,11.0,2022MNRAS.515.1328D,2025A+A...704A..41B,0.1943859649122807,62.01976415966104,HD 028109d,True,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",HD 28109 d,HD 28109,TIC 29781292,89.77,0.15,-0.13,,,,61.3,1.9,-2.1,0.0054,2458355.5685,0.0075,-0.0086,10.32,0.26,-0.23,0.25,0.13,-0.15,0.0407,1.0,6189.0,4.25,1.425,Transit,planet_name
HD_028109c,6189,55,55,0.1,0.03,0.03,1.227,0.052,0.052,1.425,0.048,0.041,4.25,0.07,0.07,-1.0,-1.0,-1.0,55.997,0.0,0.12,0.0,0.308,0.011,0.011,0.0289,0.0063,0.0063,0.368,0.014,0.012,-1.0,-1.0,-1,0.52,0.15,0.15,643.0,12.0,12.0,2022MNRAS.515.1328D,2025A+A...704A..41B,0.2582456140350877,46.47709820237373,HD 028109c,True,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",HD 28109 c,HD 28109,TIC 29781292,89.61,0.15,-0.12,,,,46.7,1.6,-1.6,0.0039,2458337.2807,0.0055,-0.0048,8.957,0.065,-0.065,0.31,0.09,-0.12,0.0715,1.0,6189.0,4.25,1.425,Transit,planet_name
TOI-216c,5026,125,125,0.32,0.1,0.1,0.763,0.021,0.021,0.757,0.007,0.007,4.66,0.2,0.20,1.76,0.06,0.06,34.556,0.009,0.004,0.003,0.2068,0.0109,0.0081,0.525,0.019,0.019,0.9,0.013,0.012,-1.0,-1.0,-1,0.671,0.037,0.037,497.0,10.0,8.0,2019MNRAS.486.4980K,2023AJ....165..236M,1.1889035667107002,58.74322800724629,TOI-216c,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
WASP-100,6940,120,120,0.0,0.08,0.08,1.47,0.06,0.05,1.67,0.18,0.11,4.16,0.06,0.08,0.269,0.01,0.009,2.849,0.0,0.1,0.0,0.043,0.005,0.003,2.03,0.12,0.12,1.4,0.2,0.3,16.2,6.7,4.7,0.4,0.2,0.2,2077.0,58.0,55.0,2014MNRAS.440.1982H,2020MNRAS.494.4077J,0.8383233532934131,5.536752843048546,WASP-100,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",WASP-100 b,WASP-100,TIC 38846515,82.6,2.15,-2.15,,,,4.93,0.75,-0.75,0.0,,,,,,,,,,0.76,0.0,6900.0,4.35,1.57,Transit,host_single
TOI-286c,5152,103,103,-0.05,0.02,0.02,0.832,0.049,0.049,0.78,0.036,0.036,4.59,0.02,0.02,-1.0,-1.0,-1.0,39.362,0.0,-1.0,-1.0,0.213,0.004,0.004,0.0117,0.007,0.007,0.168,0.011,0.01,-1.0,-1.0,-1,2.3,1.5,1.5,475.0,15.0,15.0,2024A+A...688A.216H,2024A+A...688A.216H,0.2153846153846154,58.72028484796655,TOI-286c,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",TOI-286 c,TOI-286,TIC 150030205,89.69,0.28,-0.28,,,,,,,0.0,2460155.0251,0.0018,-0.002,4.97,0.55,-0.55,0.32,0.29,-0.17,,0.0,5152.0,4.59,0.78,Transit,planet_name
TOI-216b,5026,125,125,0.32,0.1,0.1,0.763,0.021,0.021,0.757,0.007,0.007,4.66,0.2,0.20,1.76,0.06,0.06,17.085,0.1593,0.0021,0.0019,0.1293,0.0069,0.0051,0.0554,0.002,0.002,0.699,0.019,0.019,-1.0,-1.0,-1,0.152,0.013,0.013,630.0,13.0,11.0,2019MNRAS.486.4980K,2023AJ....165..236M,0.9233817701453104,36.72872041265448,TOI-216b,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
TOI-286b,5152,103,103,-0.05,0.02,0.02,0.832,0.049,0.049,0.78,0.036,0.036,4.59,0.02,0.02,-1.0,-1.0,-1.0,4.512,0.0,-1.0,-1.0,0.0503,0.001,0.0010,0.0143,0.0025,0.0025,0.127,0.009,0.009,-1.0,-1.0,-1,6.5,1.7,1.7,979.0,31.0,31.0,2024A+A...688A.216H,2024A+A...688A.216H,0.1628205128205128,13.866809050951726,TOI-286b,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",TOI-286 b,TOI-286,TIC 150030205,87.52,0.59,-0.59,,,,,,,0.0,2460186.64911,0.00076,-0.00076,2.04,0.27,-0.27,0.6,0.14,-0.06,,0.0,5152.0,4.59,0.78,Transit,planet_name
TOI-715,3075,75,75,0.09,0.2,0.2,0.225,0.012,0.012,0.24,0.012,0.012,5.0,0.2,0.2,-1.0,-1.0,-1.0,19.288,-1.0,-1.0,-1.0,0.083,0.0027,0.0027,-1.0,-1.0,-1.0,0.1283,0.0057,0.0057,-1.0,-1.0,-1,-1.0,-1.0,-1,234.0,12.0,12.0,2024MNRAS.527...35D,2024MNRAS.527...35D,0.5345833333333333,74.36524336966657,TOI-715,True,49,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",TOI-715 b,TOI-715,TIC 271971130,89.856,0.018,-0.017,0.0618,0.0017,-0.0017,,,,,2459002.63051,0.0007,-0.00074,1.98,0.025,-0.025,0.195,0.023,-0.024,0.448,0.0,3075.0,5.0,0.24,Transit,host_single
HD_056414,8500,150,150,0.0,0.3,0.0,1.89,0.11,0.11,1.751,0.065,0.065,-1.0,-1.0,-1,-1.0,-1.0,-1.0,29.05,0.0,0.68,0.0,0.229,0.004,0.004,-1.0,-1.0,-1.0,0.331,0.018,0.018,-1.0,-1.0,-1,-1.0,-1.0,-1,1133.0,30.0,30.0,2022ApJ...935L..10G,2022ApJ...935L..10G,0.1890348372358652,28.12240699357252,HD 056414,True,48,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",HD 56414 b,HD 56414,TIC 300038935,89.3,0.4,-0.4,,,,,,,0.68,2458348.324,0.005,-0.005,7.58,0.14,-0.14,0.34,0.19,-0.19,,0.0,8500.0,,1.751,Transit,host_single
TOI-199,5255,12,10,0.22,0.03,0.03,0.936,0.003,0.005,0.82,0.003,0.003,4.582,0.003,0.006,1.69,0.014,0.028,104.872,0.09,0.01,0.02,0.48,0.007,0.008,0.17,0.02,0.02,0.81,0.005,0.005,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2023AJ....166..201H,2023AJ....166..201H,0.9878048780487806,125.87240723164253,TOI-199,True,48,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
WASP-126,5800,100,100,0.17,0.08,0.08,1.12,0.06,0.06,1.27,0.1,0.05,4.28,0.03,0.07,0.56,0.06,0.07,3.289,0.0,0.18,0.0,0.0449,0.0008,0.0008,0.28,0.04,0.04,0.96,0.1,0.05,6.8,1.6,1.3,0.31,0.08,0.08,1480.0,60.0,60.0,2016A+A...591A..55M,2016A+A...591A..55M,0.7559055118110236,7.602313466953108,WASP-126,True,48,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
LHS_1815,3643,142,142,-0.12,0.09,0.09,0.502,0.015,0.015,0.501,0.03,0.03,4.77,0.03,0.03,4.0,1.9,1.9,3.814,0.0,-1.0,-1.0,0.0404,0.0094,0.0094,0.013,0.005,0.005,0.0971,0.0057,0.0057,-1.0,-1.0,-1,-1.0,-1.0,-1,617.0,84.0,84.0,2020AJ....159..160G,2020AJ....159..160G,0.193812375249501,17.339908128617154,LHS 1815,True,47,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",LHS 1815 b,LHS 1815,TIC 260004324,,,,,,,,,,0.0,2458327.4161,0.0044,-0.0044,,,,,,,,0.0,3643.0,4.77,0.501,Transit,host_single
TOI-1442,3304,50,50,0.11,0.07,0.07,0.2843,0.0065,0.0065,0.3105,0.0089,0.0089,4.91,0.03,0.03,9.5,0.8,0.8,0.409,0.0,-1.0,-1.0,0.00697,0.00042,0.00048,0.0,0.056,0.0,0.112,0.044,0.039,-1.0,-1.0,-1,-1.0,-1.0,-1,1359.0,49.0,42.0,2023A+A...673A..32M,2023A+A...673A..32M,0.3607085346215781,4.826966963846817,TOI-1442,True,46,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",TOI-1442 b,TOI-1442,TIC 235683377,,,,,,,,,,,2458683.4523,0.0003,-0.0003,,,,0.33,0.13,-0.13,,0.0,3330.0,4.92,0.31,Transit,host_single
TOI-283,5213,70,70,-0.09,0.05,0.05,0.8,0.01,0.01,0.85,0.03,0.03,4.5,0.03,0.03,1.3,0.14,0.14,17.617,0.0,-1.0,-1.0,0.123,0.004,0.004,0.0206,0.0064,0.0064,0.209,0.008,0.008,11.7,3.8,3.8,2.12,0.7,0.70,661.0,9.0,9.0,2025A+A...703A.201M,2025A+A...703A.201M,0.2458823529411764,31.11639949358692,TOI-283,True,46,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",TOI-283 b,TOI-283,TIC 382626661,89.12,0.03,-0.03,0.0252,0.0003,-0.0003,31.12,0.18,-0.18,0.0,2459549.0822,0.0007,-0.0008,,,,0.476,0.016,-0.016,,0.0,5213.0,4.5,0.85,Transit,host_single
TOI-4507,6260,80,80,-0.06,0.05,0.05,1.11,0.02,0.02,1.04,0.01,0.01,4.45,0.02,0.02,0.99,0.03,0.04,104.616,0.09,0.26,0.06,0.456,0.005,0.005,0.0,0.06,0.0,0.73,0.01,0.01,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,arXiv:2510.01725,2026ApJ...996L..13E,0.7019230769230769,94.28327426293224,TOI-4507,True,46,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",TOI-4507 b,TOI-4507,TIC 179582003,89.93,0.05,-0.05,0.0723,0.0004,-0.0004,93.4,0.8,-0.9,0.09,2458413.8515,0.0008,-0.0008,,,,0.12,0.08,-0.08,,0.0,6260.0,4.45,1.04,Transit,host_single
TOI-1680,3224,100,100,-0.32,0.13,0.13,0.18,0.0044,0.0044,0.213,0.0064,0.0064,5.063,0.047,0.048,19.4,2.0,2.0,4.803,0.0,-1.0,-1.0,0.03144,0.00025,0.00026,-1.0,-1.0,-1.0,0.1307,0.0056,0.0044,-1.0,-1.0,-1,-1.0,-1.0,-1,404.0,14.0,14.0,2023A+A...677A..31G,2023A+A...677A..31G,0.6136150234741785,31.739938931509485,TOI-1680,True,45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",TOI-1680 b,TOI-1680,TIC 259168516,89.58,0.26,-0.22,0.0638,0.0015,-0.0015,32.04,0.74,-0.93,,2459013.84254,0.00037,-0.00039,1.186,0.017,-0.016,0.23,0.11,-0.14,0.407,0.0,3225.0,5.046,0.2106,Transit,host_single
TOI-1437,6008,113,113,-1.0,-1.0,-1.0,1.1,0.1,0.1,1.17,0.11,0.12,-1.0,-1.0,-1,0.91,0.23,0.18,18.841,0.17,0.11,0.09,0.14,0.018,0.017,0.03,0.012,0.01,0.2,0.021,0.02,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2024AJ....168..135P,2024AJ....168..135P,0.1709401709401709,25.73032825888989,TOI-1437,True,45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",TOI-1437 b,TOI-1437,TIC 198356533,89.53,0.33,-0.46,0.01746,0.00047,-0.00039,25.7,2.0,-1.8,0.17,2459360.1652,0.0012,-0.0012,4.65,0.45,-0.5,0.24,0.24,-0.17,,0.0,6008.0,4.26,1.17,Transit,host_single
TOI-201c,6394,75,75,0.24,0.036,0.036,1.316,0.027,0.027,1.339,0.017,0.011,4.318,0.014,0.014,0.57,0.02,0.02,2800.0,0.643,0.009,0.021,4.28,0.36,0.21,14.2,1.0,1.2,0.993,0.017,0.014,-1.0,-1.0,-1,14.5,0.8,0.9,-1.0,-1.0,-1.0,2025ApJ...988L..63M,2025ApJ...988L..63M,0.7415982076176251,687.3316536285981,TOI-201c,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-201 c,TOI-201,TIC 350618622,89.92,0.1,-0.04,,,,,,,0.651,2460062.59,0.02,-0.02,,,,,,,,0.0,6423.0,,1.31,Transit Timing Variations,planet_name
TOI-1246c,5151,100,100,0.17,0.08,0.08,0.87,0.03,0.03,0.86,0.05,0.05,4.4,0.1,0.1,-1.0,-1.0,-1.0,5.904,0.0,-1.0,-1.0,0.061,0.002,0.002,0.028,0.004,0.004,0.224,0.007,0.007,-1.0,-1.0,-1,2.42,0.33,0.33,860.0,-1.0,-1.0,2022AJ....163..293T,2022AJ....163..293T,0.2604651162790697,15.252271825888466,TOI-1246c,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-1246 c,TOI-1246,TIC 230127302,,,,0.02598295,0.00135356,-0.00076084,,,,0.0,2458683.4663,0.0018,-0.0018,2.8928243,0.0717723,-0.0714297,0.363994,0.315163,-0.231454,,0.0,5213.0,4.51,0.8649,Transit,planet_name
TOI-1246d,5151,100,100,0.17,0.08,0.08,0.87,0.03,0.03,0.86,0.05,0.05,4.4,0.1,0.1,-1.0,-1.0,-1.0,18.656,0.0,-1.0,-1.0,0.131,0.004,0.004,0.017,0.005,0.005,0.313,0.008,0.008,-1.0,-1.0,-1,0.53,0.17,0.17,586.0,-1.0,-1.0,2022AJ....163..293T,2022AJ....163..293T,0.363953488372093,32.7548788392031,TOI-1246d,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-1246 d,TOI-1246,TIC 230127302,,,,0.03637464,0.00137731,-0.00098151,,,,0.0,2458688.975,0.002,-0.002,3.9484217,0.0961425,-0.0795934,0.425159,0.235191,-0.283194,,1.0,5213.0,4.51,0.8649,Transit,planet_name
WASP-062,6230,80,80,0.04,0.06,0.06,1.25,0.05,0.05,1.237,0.015,0.026,4.316,0.025,0.025,0.59,0.06,0.06,4.412,0.0,0.21,0.0,0.0567,0.0007,0.0007,0.57,0.04,0.04,1.39,0.06,0.06,7.35,0.52,0.70,0.222,0.017,0.021,1443.0,32.0,23.0,2012MNRAS.426..739H,2026MNRAS.545f2063M,1.1236863379143087,9.85635896966449,WASP-062,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",WASP-62 b,WASP-62,TIC 149603524,88.3,0.75,-0.75,,,,9.55,0.41,-0.41,0.0,,,,,,,,,,1.2,0.0,6230.0,4.45,1.23,Transit,host_single
TOI-1338,5990,98,92,0.01,0.05,0.05,1.0936,0.0072,0.0072,1.313,0.004,0.004,4.0,0.08,0.08,-1.0,-1.0,-1.0,95.141,0.0928,0.0043,0.0033,0.4491,0.0084,0.0088,0.0355,0.0066,0.0067,0.6912,0.0055,0.0054,-1.0,-1.0,-1,0.41,0.26,0.25,-1.0,-1.0,-1.0,2020AJ....159..253K,2024AJ....168...31W,0.5264280274181264,73.54979758812378,TOI-1338,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
TOI-1246e,5151,100,100,0.17,0.08,0.08,0.87,0.03,0.03,0.86,0.05,0.05,4.4,0.1,0.1,-1.0,-1.0,-1.0,37.922,0.0,-1.0,-1.0,0.211,0.007,0.007,0.047,0.007,0.007,0.337,0.014,0.014,-1.0,-1.0,-1,1.14,0.2,0.20,462.0,-1.0,-1.0,2022AJ....163..293T,2022AJ....163..293T,0.3918604651162791,52.75785828299125,TOI-1246e,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-1246 e,TOI-1246,TIC 230127302,,,,0.03725226,0.00273678,-0.00177498,,,,0.0,2458700.6958,0.0035,-0.0035,3.5440768,0.158937,-0.1212279,0.565603,0.236268,-0.378547,,1.0,5213.0,4.51,0.8649,Transit,planet_name
TOI-2095b,3759,87,87,-0.24,0.04,0.04,0.44,0.02,0.02,0.44,0.02,0.02,5.11,0.12,0.12,5.12,0.16,0.16,17.665,0.0,-1.0,-1.0,0.101,0.005,0.005,0.0,0.013,0.0,0.112,0.006,0.006,-1.0,-1.0,-1,-1.0,-1.0,-1,347.0,9.0,9.0,2023AJ....166..195Q,2023A+A...677A.182M,0.2545454545454546,49.35962484339314,TOI-2095b,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-2095 b,TOI-2095,TIC 235678745,89.67,0.16,-0.1,0.026,0.001,-0.001,49.22,0.53,-0.53,0.0,2459240.4115,0.0016,-0.0016,,,,0.285,0.085,-0.136,,0.0,3759.0,5.11,0.44,Transit,planet_name
TOI-201b,6394,75,75,0.24,0.036,0.036,1.316,0.027,0.027,1.339,0.017,0.011,4.318,0.014,0.014,0.57,0.02,0.02,52.978,0.318,0.02,0.022,0.3026,0.0021,0.0021,0.42,0.05,0.03,1.008,0.012,0.015,-1.0,-1.0,-1,-1.0,-1.0,-1,759.0,37.0,26.0,2021AJ....161..235H,2025ApJ...988L..63M,0.7528005974607916,48.59499027757331,TOI-201b,True,43,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",TOI-201 b,TOI-201,TIC 350618622,91.18,0.02,-0.02,,,,,,,0.275,2458376.0521,0.0002,-0.0002,,,,,,,,1.0,6423.0,,1.31,Transit,planet_name
